datetime,instrument,KMID,KLEN,KMID2,KUP,KUP2,KLOW,KLOW2,KSFT,KSFT2,OPEN0,HIGH0,LOW0,VWAP0,ROC5,ROC10,ROC20,ROC30,ROC60,MA5,MA10,MA20,MA30,MA60,STD5,STD10,STD20,STD30,STD60,BETA5,BETA10,BETA20,BETA30,BETA60,RSQR5,RSQR10,RSQR20,RSQR30,RSQR60,RESI5,RESI10,RESI20,RESI30,RESI60,MAX5,MAX10,MAX20,MAX30,MAX60,MIN5,MIN10,MIN20,MIN30,MIN60,QTLU5,QTLU10,QTLU20,QTLU30,QTLU60,QTLD5,QTLD10,QTLD20,QTLD30,QTLD60,RANK5,RANK10,RANK20,RANK30,RANK60,RSV5,RSV10,RSV20,RSV30,RSV60,IMAX5,IMAX10,IMAX20,IMAX30,IMAX60,IMIN5,IMIN10,IMIN20,IMIN30,IMIN60,IMXD5,IMXD10,IMXD20,IMXD30,IMXD60,CORR5,CORR10,CORR20,CORR30,CORR60,CORD5,CORD10,CORD20,CORD30,CORD60,CNTP5,CNTP10,CNTP20,CNTP30,CNTP60,CNTN5,CNTN10,CNTN20,CNTN30,CNTN60,CNTD5,CNTD10,CNTD20,CNTD30,CNTD60,SUMP5,SUMP10,SUMP20,SUMP30,SUMP60,SUMN5,SUMN10,SUMN20,SUMN30,SUMN60,SUMD5,SUMD10,SUMD20,SUMD30,SUMD60,VMA5,VMA10,VMA20,VMA30,VMA60,VSTD5,VSTD10,VSTD20,VSTD30,VSTD60,WVMA5,WVMA10,WVMA20,WVMA30,WVMA60,VSUMP5,VSUMP10,VSUMP20,VSUMP30,VSUMP60,VSUMN5,VSUMN10,VSUMN20,VSUMN30,VSUMN60,VSUMD5,VSUMD10,VSUMD20,VSUMD30,VSUMD60
2020-07-01,SH600000,0.014164257,0.019830035,0.714283,0.0018885676,0.09523773,0.0037772108,0.1904793,0.0160529,0.80952454,0.98603356,1.0018622,0.9823091,,0.9823091,0.9636872,0.99162006,0.96089387,0.9450651,0.9864059,0.9827747,0.9845903,0.9787709,0.96711665,0.008724577,0.008036625,0.009150202,0.01378744,0.018290363,0.0046555,0.0020484151,-0.00037033955,0.0007800915,0.00079240405,0.71184254,0.59552497,0.057333283,0.24809928,0.5724646,0.004283069,0.008007481,0.018927932,0.009917738,0.009507397,1.0018622,1.0018622,1.0121043,1.0121043,1.0121043,0.97486037,0.9674116,0.9636872,0.943203,0.9292365,0.98957175,0.98715085,0.99366856,0.99087524,0.9854748,0.98249525,0.9756052,0.9757914,0.9636872,0.9497206,20.0,10.0,5.0,3.3333333,1.6666666,0.9310347,0.94594604,0.7499992,0.824324,0.8539323,1.0,1.0,0.1,0.4,0.7,0.2,0.3,0.5,0.16666667,0.25,0.8,0.7,-0.4,0.23333333,0.45,0.9048803,0.85020024,0.25667816,0.45665792,0.49674332,0.75665236,0.596363,0.34421322,0.22023502,0.4239477,0.6,0.7,0.6,0.6333333,0.51666665,0.4,0.3,0.4,0.33333334,0.45,0.2,0.4,0.2,0.3,0.06666667,0.74358726,0.7746469,0.5310346,0.5905172,0.5654103,0.25641274,0.2253531,0.46896544,0.40948278,0.43458968,0.4871745,0.5492938,0.06206914,0.18103442,0.13082065,0.7082403,0.67876434,0.6394359,0.62193805,0.5992922,0.1819171,0.21338034,0.1720827,0.18758522,0.21352245,1.0145713,0.9443981,0.8856146,0.91697073,1.3032409,0.68828475,0.56969935,0.53648263,0.5579298,0.5149356,0.31171525,0.43030068,0.46351737,0.4420702,0.4850644,0.3765695,0.13939865,0.072965264,0.11585962,0.029871246
2020-07-01,SH600009,0.012487939,0.023172025,0.538923,0.00013877079,0.005988721,0.010545316,0.45508823,0.022894483,0.98802257,0.9876661,1.0001371,0.9772508,,0.9734137,0.9758805,1.0215157,0.9213375,0.83335614,0.978868,0.9773057,0.99719745,0.97953033,0.9489082,0.014466749,0.011531183,0.026457569,0.03912319,0.047935095,0.007715526,0.0011461711,-0.0027640332,0.0018386282,0.0021031266,0.7110976,0.09056548,0.3819924,0.17116737,0.5871154,0.0057009473,0.017536504,0.029060878,-0.0061904704,-0.010950421,1.0001371,1.0001371,1.058243,1.058243,1.058243,0.94545704,0.94545704,0.94545704,0.8872138,0.83335614,0.9901329,0.98796767,1.0201452,1.0180073,0.9886254,0.9689461,0.9689461,0.9709195,0.9437851,0.9044813,20.0,10.0,3.0,2.3333333,1.4166666,0.99749345,0.99749345,0.48359683,0.6594554,0.7410117,1.0,1.0,0.35,0.56666666,0.78333336,0.6,0.8,0.9,0.16666667,0.016666668,0.4,0.2,-0.55,0.4,0.76666665,0.029594654,-0.11118445,-0.028114827,0.44417828,0.38018897,-0.61721134,-0.58188975,-0.4906242,0.05511698,0.20947178,0.6,0.5,0.45,0.5,0.5,0.4,0.5,0.55,0.5,0.5,0.2,0.0,-0.1,0.0,0.0,0.7993841,0.6179627,0.45808852,0.5830441,0.5882439,0.20061587,0.38203728,0.5419115,0.4169559,0.41175607,0.5987683,0.23592544,-0.083822995,0.16608824,0.17648786,0.94901615,0.8935566,0.97400653,0.93860793,0.8902714,0.22372869,0.19467619,0.27498963,0.31254807,0.2994375,0.893572,0.73633856,1.3914903,1.2414718,1.1733158,0.5682083,0.37318507,0.45392898,0.51469564,0.50434595,0.43179172,0.62681496,0.546071,0.48530433,0.49565408,0.13641655,-0.25362986,-0.09214203,0.029391337,0.00869187
2020-07-01,SH600010,0.0,0.018518511,0.0,0.009259225,0.49999836,0.009259285,0.50000167,6.0860295e-08,3.2864575e-06,1.0,1.0092592,0.9907407,,1.0092592,0.9907407,1.0185186,1.037037,1.0648147,1.0,1.0148149,1.0101851,1.0089506,1.0237654,0.0065472824,0.021472232,0.016426673,0.016034432,0.024959942,-0.001851845,-0.0049382695,-0.0001531602,0.00019569078,-0.00093801686,0.19999869,0.48484913,0.0030427105,0.011543441,0.43075863,0.0037037022,0.0074074166,-0.008730143,-0.011788115,0.003906097,1.0185186,1.0925925,1.0925925,1.0925925,1.0925925,0.9907407,0.9907407,0.9814814,0.97222215,0.96296287,1.0018518,1.0277778,1.0185186,1.0185186,1.0481482,0.99814814,1.0,1.0,1.0,1.0,12.0,3.0,1.375,1.0555556,0.33333334,0.33333406,0.09090947,0.16666776,0.23077005,0.28571522,0.2,0.3,0.65,0.76666665,0.8833333,0.6,0.1,0.5,0.16666667,0.33333334,-0.4,0.2,0.15,0.6,0.55,0.32372144,0.93489206,0.73811835,0.6878234,-0.24393527,0.012835072,0.7821978,0.44873866,0.5710874,0.44228163,0.2,0.4,0.3,0.26666668,0.3,0.4,0.4,0.45,0.46666667,0.48333332,-0.2,0.0,-0.15,-0.2,-0.18333334,0.33333406,0.52941185,0.4583333,0.44444454,0.45205483,0.6666659,0.47058812,0.5416667,0.55555546,0.5479452,-0.33333188,0.058823757,-0.0833334,-0.11111091,-0.09589035,1.0626196,2.0028508,1.4801353,1.4601854,1.2314066,0.19999212,1.3483032,1.0880171,0.9531396,0.81731576,0.94346666,1.378587,1.8066604,1.750896,1.6767553,0.2658393,0.48082465,0.4916696,0.46638384,0.49770316,0.7341607,0.51917535,0.5083304,0.5336161,0.5022968,-0.4683214,-0.038350683,-0.016660782,-0.067232296,-0.00459366
2020-07-01,SH600011,0.009501179,0.016627084,0.57142776,0.002375363,0.14286105,0.0047505437,0.28571114,0.011876359,0.71427786,0.99058825,1.002353,0.9858824,,0.997647,0.97411764,1.0305883,1.0188235,1.1035295,0.992,0.99152935,0.9997647,1.0068235,1.0079608,0.005155056,0.009092626,0.016636062,0.019258175,0.019523825,0.00211767,0.0011978642,-0.0017514393,-0.0013782647,-0.00029949527,0.42188084,0.15909186,0.38793337,0.3969508,0.07177115,0.0037647022,0.0030802453,0.016874,0.013161336,0.0008743496,1.002353,1.0094118,1.0400001,1.0541177,1.1011764,0.9811765,0.97176474,0.97176474,0.97176474,0.9552941,0.99435294,0.99811757,1.0131766,1.0258824,1.0258824,0.989647,0.98447055,0.989647,0.9905881,0.9905881,20.0,9.0,3.0,1.4444444,0.6805556,0.88888603,0.75,0.4137927,0.34285668,0.3064521,1.0,0.4,0.1,0.26666668,0.016666668,0.6,0.1,0.5,0.6666667,0.31666666,0.4,0.3,-0.4,-0.4,-0.3,0.36999586,0.5548399,0.25055766,0.24969468,0.32281613,0.49675286,0.8113577,0.21224408,0.15838476,0.18219556,0.4,0.5,0.45,0.5,0.45,0.4,0.4,0.5,0.46666667,0.5,0.0,0.1,-0.05,0.033333335,-0.05,0.5454558,0.6896554,0.4109587,0.46969697,0.4214286,0.4545442,0.3103446,0.5890413,0.530303,0.57857144,0.09091163,0.3793108,-0.17808262,-0.060606044,-0.15714282,0.91818655,1.2113407,1.3342944,1.3531532,1.4395516,0.10245502,0.44575897,0.42559236,0.4493008,0.4623712,0.60374075,1.2245569,0.9662257,0.9135099,1.1233231,0.22130874,0.43271345,0.4780445,0.50144845,0.48974404,0.7786913,0.56728655,0.5219555,0.49855152,0.51025593,-0.5573825,-0.1345731,-0.04391098,0.00289696,-0.020511918
2020-07-01,SH600015,0.0130719235,0.017973784,0.7272772,0.0032679366,0.18181685,0.0016339241,0.09090596,0.011437911,0.6363663,0.9870967,1.0032258,0.9854839,,0.98870975,0.9715726,0.9948159,0.9948159,1.0025636,0.98903227,0.98651904,0.98609626,0.9867818,0.99441445,0.006390837,0.0058223275,0.0075866864,0.007137568,0.010908118,0.003064503,0.001455699,-0.00012982065,-0.0001454256,-0.00043486393,0.57483685,0.57300895,0.0102482885,0.03217236,0.48473787,0.0048387153,0.0069303215,0.015137044,0.015326925,0.018414058,1.0032258,1.0032258,1.0056627,1.0056627,1.0227078,0.98225814,0.9746716,0.9669237,0.9669237,0.9669237,0.9909678,0.98870975,0.990477,0.9923365,1.0028735,0.9851613,0.9821094,0.9805599,0.9808698,0.9851809,20.0,10.0,5.0,3.3333333,1.1666666,0.8461548,0.8870299,0.85382414,0.85382414,0.59293383,1.0,1.0,0.1,0.4,0.35,0.2,0.1,0.45,0.6333333,0.81666666,0.8,0.9,-0.35,-0.23333333,-0.46666667,0.9095869,0.6308314,0.14500839,-0.039478946,0.11037438,0.8575913,0.20752108,0.25147927,0.19329208,0.3422076,0.6,0.7,0.45,0.46666667,0.38333333,0.4,0.2,0.45,0.46666667,0.5,0.2,0.5,0.0,0.0,-0.11666667,0.70587957,0.81900287,0.5323213,0.5215135,0.4953724,0.29412046,0.18099716,0.4676787,0.4784865,0.5046276,0.41175908,0.6380057,0.0646426,0.043027002,-0.009255177,0.5985607,0.6073631,0.5684065,0.4955444,0.48544627,0.2413002,0.23576519,0.18193056,0.18920907,0.18283273,1.2772552,1.2586606,1.1463907,1.1264998,1.2568474,0.7538517,0.62555057,0.5869791,0.6103491,0.54077965,0.24614826,0.37444943,0.4130209,0.38965085,0.45922032,0.5077035,0.25110117,0.17395817,0.2206983,0.08155934
2020-07-01,SH600016,0.012323963,0.017605757,0.69999623,0.0017606611,0.10000485,0.0035211325,0.19999892,0.014084435,0.7999903,0.98782605,1.0017393,0.9843478,,0.9860869,0.97739124,1.0017391,1.0052174,0.9930435,0.98782605,0.9857391,0.9912174,0.9933333,0.9981739,0.0069565326,0.0053635025,0.009158834,0.0091353245,0.010288473,0.0034782663,0.0011805026,-0.0009846342,-0.0006140152,-0.0002609903,0.625,0.44406682,0.40451765,0.35011598,0.19626673,0.0052173994,0.008948631,0.018136665,0.01556992,0.009525333,1.0017393,1.0017393,1.0156521,1.0156521,1.0278261,0.98086953,0.9756522,0.9756522,0.9756522,0.9756522,0.98886955,0.9860869,1.0003479,1.0017391,1.0052174,0.98399997,0.9826087,0.9826087,0.9857391,0.98921734,20.0,10.0,3.875,2.2777777,0.8333333,0.9166626,0.93332976,0.60869616,0.60869616,0.46666655,1.0,1.0,0.1,0.4,0.35,0.2,0.3,0.5,0.6666667,0.8333333,0.8,0.7,-0.4,-0.26666668,-0.48333332,0.850874,0.7241841,-0.1519948,-0.32552195,-0.030601509,0.77847457,0.45498228,0.19851038,0.04555158,0.33565795,0.6,0.5,0.4,0.43333334,0.4,0.4,0.3,0.5,0.43333334,0.46666667,0.2,0.2,-0.1,0.0,-0.06666667,0.78571427,0.8095238,0.48979595,0.48235297,0.5114943,0.21428572,0.1904762,0.5102041,0.517647,0.48850575,0.5714286,0.61904764,-0.020408118,-0.03529403,0.022988506,0.6474175,0.61878264,0.64411986,0.56729984,0.5822812,0.21731631,0.186063,0.20879142,0.21050979,0.18688013,1.429377,1.4903706,1.1541355,1.1054751,1.14173,0.6666067,0.49696526,0.56548154,0.5643048,0.49539098,0.33339325,0.5030348,0.43451846,0.43569514,0.504609,0.33321348,-0.0060694893,0.13096307,0.12860969,-0.009218035
2020-07-01,SH600018,0.004761856,0.019047571,0.2499981,0.002381001,0.12500286,0.011904714,0.62499905,0.014285569,0.7499943,0.9952607,1.0023698,0.98341244,,0.9928911,0.9786731,0.96682477,0.9597158,1.0616115,0.993365,0.9969195,0.9968011,0.98246455,0.9956557,0.007380239,0.00741403,0.010265286,0.022759698,0.028973708,0.0018957154,-0.0009909605,-0.00039376135,0.0018198186,-0.0008203972,0.16494736,0.1637629,0.05149821,0.49547863,0.24453445,0.0028435877,0.0075398167,0.0069396836,-0.008851933,0.028545992,1.0047394,1.0213271,1.0236968,1.0236968,1.0616115,0.98341244,0.9786731,0.9620854,0.9360191,0.9360191,1.0,1.0028437,1.0071092,1.0028437,1.021801,0.9872039,0.9919432,0.9881518,0.9597158,0.96872056,18.0,6.5,3.125,2.5,0.9305556,0.7777759,0.4999966,0.6153828,0.7297283,0.50943303,0.4,0.4,0.05,0.36666667,0.016666668,0.6,0.1,0.05,0.16666667,0.5833333,-0.2,0.3,0.0,0.2,-0.56666666,0.773837,0.7777964,0.53724366,0.5155269,-0.16087906,0.58415776,0.73524135,0.8179082,0.7461871,0.42100888,0.6,0.6,0.4,0.43333334,0.35,0.4,0.4,0.45,0.43333334,0.53333336,0.2,0.2,-0.05,0.0,-0.18333334,0.57142836,0.5957442,0.56603754,0.566929,0.44444433,0.42857164,0.4042558,0.43396246,0.433071,0.55555564,0.14285673,0.1914884,0.13207509,0.13385801,-0.11111131,0.81908053,1.0680898,1.3515272,1.2165436,1.0633044,0.10912989,0.38216013,0.7516998,0.6522843,0.5362916,0.4566776,0.77319604,1.9452035,2.185878,2.1358612,0.39975145,0.51037925,0.4848266,0.49406493,0.49832538,0.6002486,0.48962075,0.51517344,0.5059351,0.5016746,-0.2004971,0.020758482,-0.030346839,-0.011870137,-0.0033492174
2020-07-01,SH600019,0.017543828,0.019736756,0.8888912,0.0,0.0,0.002192927,0.111108795,0.019736756,1.0,0.98275864,1.0,0.9806035,,1.0150862,0.9698276,0.9997538,0.9713055,0.9895937,0.99008626,1.0019397,0.993319,0.98875827,0.98751646,0.0074032536,0.01676946,0.015727235,0.016226836,0.013676524,0.00043102363,-0.002808256,0.00065141293,0.0009140835,0.00015950306,0.008474165,0.25706726,0.060044892,0.24592672,0.041484553,0.0090517225,0.010697474,0.0004925846,-0.0020124495,0.007778208,1.0107759,1.049569,1.049569,1.049569,1.049569,0.9806035,0.97198284,0.9590517,0.9590517,0.95301723,0.9948276,1.0168104,1.0004311,0.9965025,0.9960961,0.98275864,0.98965514,0.98275864,0.97469217,0.9753695,20.0,6.0,4.0,2.8888888,1.5,0.64285505,0.36111042,0.45238084,0.45238084,0.4866068,0.2,0.3,0.65,0.76666665,0.8833333,0.6,0.1,0.45,0.6333333,0.31666666,-0.4,0.2,0.2,0.13333334,0.56666666,0.4948103,0.7461783,0.50137776,0.6518236,0.4903389,0.010727011,0.6206315,0.41233048,0.3909066,0.37936217,0.2,0.4,0.3,0.4,0.4,0.6,0.5,0.55,0.46666667,0.48333332,-0.4,-0.1,-0.25,-0.06666667,-0.083333336,0.34782574,0.6166666,0.50063556,0.5537608,0.5103948,0.6521743,0.38333336,0.49936447,0.4462392,0.4896052,-0.30434853,0.23333327,0.001271091,0.10752161,0.02078961,0.9304333,1.4905992,1.387832,1.217289,0.9629637,0.23444143,0.8043353,0.59976935,0.5708584,0.49427328,1.0815388,1.2433708,1.4031326,1.4873998,1.5181922,0.45478722,0.4664442,0.46652704,0.5219132,0.4836505,0.5452128,0.5335558,0.53347296,0.47808683,0.5163495,-0.090425566,-0.06711164,-0.066945925,0.043826357,-0.03269897
2020-07-01,SH600025,-0.0026385498,0.023746664,-0.11111244,0.005277029,0.2222219,0.015831085,0.6666657,0.007915507,0.33333135,1.0026455,1.0079365,0.98412704,,0.93121696,0.90554255,0.9332119,0.90051174,0.9156042,0.98042333,0.9518779,0.9372626,0.92274845,0.91112703,0.030198142,0.03651174,0.030212592,0.03343191,0.027313853,0.016931208,0.01120757,0.0032402095,0.0029671653,0.00089967996,0.78587854,0.8637126,0.4025671,0.61046785,0.3309101,-0.01428572,-0.0023119682,0.03195542,0.03422764,0.0623324,1.0211641,1.0211641,1.0211641,1.0211641,1.0211641,0.9259259,0.9080579,0.895481,0.8753578,0.8753578,1.000529,1.0,0.9417036,0.93334204,0.92616886,0.95925933,0.9226473,0.91912574,0.8944748,0.8929656,14.0,8.5,4.625,3.1666667,1.625,0.7777777,0.8128834,0.83160794,0.85484827,0.85484827,0.6,0.8,0.9,0.93333334,0.96666664,0.2,0.1,0.45,0.13333334,0.56666666,0.4,0.7,0.45,0.8,0.4,0.6728391,0.6189564,0.53246236,0.5968547,0.38985312,0.8965913,0.6963835,0.38875553,0.42968544,0.29149246,0.8,0.8,0.65,0.6333333,0.56666666,0.2,0.2,0.35,0.36666667,0.4,0.6,0.6,0.3,0.26666668,0.16666667,0.9642854,0.9507446,0.69336975,0.69078493,0.5903603,0.03571463,0.04925535,0.30663025,0.30921504,0.40963975,0.92857075,0.9014893,0.38673952,0.38156992,0.18072054,1.3912866,1.1150161,0.8853912,0.8018528,0.79984456,0.947466,0.7314773,0.5875257,0.5297623,0.39394373,1.4144878,1.7982385,2.0213802,1.9501115,1.8070289,0.53300136,0.523469,0.4703863,0.51250166,0.5105793,0.46699867,0.47653106,0.52961373,0.48749834,0.4894207,0.06600267,0.0469379,-0.059227437,0.025003338,0.021158583
2020-07-01,SH600028,0.0025509547,0.010204039,0.2499946,0.0025510648,0.2500054,0.0051020193,0.5,0.0051019094,0.4999892,0.99745554,1.0025445,0.9923665,,1.0152673,1.0152673,1.0213704,1.0627116,1.0773027,1.0025445,1.011196,1.0207629,1.0251806,1.0559431,0.0071969763,0.010470809,0.014019104,0.017681183,0.035086397,-0.0035623263,-0.0032385064,-0.0018811639,-0.0013821708,-0.0018434859,0.6125017,0.8768806,0.63020355,0.47358996,0.84198034,0.004580123,0.0033772974,-0.0028918148,-0.005139112,-0.0015603509,1.0178117,1.0254455,1.048346,1.0748708,1.1308031,0.9923665,0.9923665,0.9923665,0.9923665,0.9923665,1.0101781,1.0203564,1.0291524,1.0349662,1.0923799,0.99694663,0.9994911,1.0101781,1.0142494,1.0203564,12.0,3.0,0.75,0.33333334,0.083333336,0.29999784,0.23076642,0.13636239,0.09252246,0.055140793,0.2,0.4,0.35,0.033333335,0.21666667,0.6,0.8,0.9,0.93333334,0.96666664,-0.4,-0.4,-0.55,-0.9,-0.75,-0.22059004,-0.3574061,0.2574042,-0.109732896,0.28285927,-0.37491435,-0.27780977,0.13634336,0.041755877,0.33876094,0.2,0.2,0.35,0.3,0.36666667,0.6,0.5,0.5,0.56666666,0.55,-0.4,-0.3,-0.15,-0.26666668,-0.18333334,0.19999914,0.31249967,0.41442242,0.34712705,0.41561258,0.80000085,0.68750036,0.5855776,0.6528729,0.5843874,-0.60000175,-0.3750007,-0.17115515,-0.3057459,-0.16877486,0.975891,0.90574664,0.9491744,0.90508115,0.9855084,0.32015088,0.26966932,0.2379504,0.24026844,0.41481826,1.2269719,1.376874,1.0338068,1.1492162,1.6858685,0.52888644,0.56693864,0.49175745,0.5300001,0.48093987,0.47111356,0.43306136,0.50824255,0.4699999,0.51906013,0.057772867,0.13387725,-0.016485121,0.06000015,-0.03812028
